N;K3;K5;K7;K9;K11;K13;K15;K17;K19;K21;K23;K25
9000;1087.780309;350.238490;239.658090;210.511282;213.976634;144.100659;138.325703;159.298462;138.365458;144.093720;138.133993;131.742172;
9100;919.453642;379.270352;270.207328;230.857099;167.308099;166.967063;142.930053;180.149938;124.161186;160.776242;133.412893;152.335157;
9200;936.204572;548.922581;258.511122;233.227357;186.684225;164.234588;140.680489;167.245329;148.579945;142.919558;136.678455;148.549655;
9300;915.488940;348.361881;275.602975;160.642460;184.057056;127.573508;151.248140;155.273951;147.922277;150.582203;123.263944;145.210192;
9400;1063.008937;399.234267;191.488903;213.943918;177.144009;180.900525;151.281195;161.211042;164.611664;141.537981;136.102902;157.515079;
9500;1120.545403;477.776098;271.597128;206.312869;151.703658;171.790570;156.690778;153.905815;130.042301;151.086068;158.571750;165.342070;
9600;947.904531;401.621713;220.460881;195.261363;182.068668;156.153770;145.924638;136.414809;146.823023;157.101878;146.741269;152.410630;
9700;1258.823260;408.524173;244.081953;193.693056;178.874258;113.221023;146.761712;149.469060;132.872119;149.248116;145.034479;146.925151;
9800;929.211494;332.532705;150.910570;188.069136;230.631741;148.317228;153.248165;149.639567;138.133993;159.433372;148.000000;145.811522;
9900;864.392272;432.809427;225.164384;204.851165;146.884308;164.237633;167.797497;138.018115;115.139046;150.003333;143.321317;188.846499;
10000;1025.664175;363.670180;233.929477;225.681191;181.738824;137.600872;171.032161;158.448730;151.664103;141.813257;166.655333;154.116839;
